titulo,poster,sinopse
O Fantasma do Paraíso,https://image.tmdb.org/t/p/w500/4uB3Vrh9l78OFB9mLdXjVKmLPhS.jpg,"Depois que o produtor fonográfico Swan rouba a música do compositor Winslow Leach e o entrega para uma de suas bandas, Leach entra no escritório de Swan. Mas Swan pega Leach e o acusa de comercializar drogas, o que o leva à prisão. Leach foge e tenta novamente sabotar o império de Swan, mas um acidente desfigura sua face. Leach se transforma no ""Fantasma"" para arruinar Swan enquanto salva a cantora Phoenix de uma terrível tragédia"
Enfeitiçado,https://image.tmdb.org/t/p/w500/6l5DlI0XHo5swBnhLxjhtya55kd.jpg,Um mágico conhece uma garota estranha e a convida para trabalharem juntos em seu show de mágica. É apenas um ano depois que ele começa a conhecê-la pessoalmente e desenvolve um sentimento por ela. Mas ela tem seus segredos: enxerga os mortos e seu melhor amigo é um fantasma.
Drácula de Bram Stoker,https://image.tmdb.org/t/p/w500/ecuP4ZaIHawKmmIaXD5mS55UlhL.jpg,"O vampiro Conde Drácula vem à Inglaterra atrás de quem ele acredita ser sua antiga paixão, de quando ainda era um mortal."
A Tortura do Medo,https://image.tmdb.org/t/p/w500/s5KkF5sKYDFZaqEtQLQrw0Jt7qo.jpg,"Um cameraman assistente psicótico usa seu equipamento para filmar as mortes de profissionais do sexo que escolhe como vítimas e de mulheres inocentes para seu documentário sobre medo. A Tortura do Medo explora seus traumas de infância, crises sexuais e vingança assassina quando adulto."
学園黙示録 HIGHSCHOOL OF THE DEAD ドリフターズ・オブ・ザ・デッド,https://image.tmdb.org/t/p/w500/qXy2J2oy6JF369gZuUIQkr7MQn0.jpg,N/A
The Rocky Horror Picture Show,https://image.tmdb.org/t/p/w500/kamLDqtDJWCSqyPATb3b2kVIXeh.jpg,"Um casal de noivos se vê obrigado, em virtude de um problema com o carro, a irem a um estranho castelo pedirem auxílio, sem saberem que ele é habitado por alienígenas de um outro planeta e que o anfitrião, exatamente naquela noite, vai ver uma criatura criada por ele apenas para lhe dar prazer."
Um Lugar Silencioso - Parte II,https://image.tmdb.org/t/p/w500/bqWvndlCAcBteUaHOL5HHEN5uHn.jpg,"Logo após os acontecimentos mortais, até mesmo dentro de casa, a família Abbott precisa agora encarar o terror mundo afora, continuando a lutar para sobreviver em silêncio. Obrigados a se aventurar pelo desconhecido, eles rapidamente percebem que as criaturas que caçam pelo som não são as únicas ameaças que os observam pelo caminho de areia."
Pânico,https://image.tmdb.org/t/p/w500/cJj2gYzkPFSqYGGOhfLgeANlXkB.jpg,"Após uma série de mortes misteriosas, um grupo de amigos são ameaçados por um assassino. Em uma mistura de emoções fortes e muitos sustos, aqui a única coisa que se pode ter certeza é que todos são vítimas e todos são suspeitos."
A Mosca,https://image.tmdb.org/t/p/w500/dQWmNTzZBRuxDGiLsuKuPXJQES1.jpg,"Seth Brundie é um cientista excêntrico que trabalha numa nova invenção, uma máquina de teletransporte - a TelePod. Ao seu lado, tem Veronica, uma jornalista que acompanha seus projetos acreditando ser essa a história do ano. Ao experimentar seu novo invento, Seth não percebe que uma mosca entrou na cabine do teletransporte. O imprevisto faz com que os padrões moleculares do homem e do inseto se misturem e, pouco a pouco, o cientista vai sofrendo terríveis transformações."
A Lenda do Cavaleiro Sem Cabeça,https://image.tmdb.org/t/p/w500/6bt8qmhxVsgbxFLQCoAcekdCFiw.jpg,"A história de Ichabod Crane e o Cavaleiro Sem-Cabeça baseia-se na obra ""The Legend of Sleepy Hollow"", de Washington Irving. Ichabod é um professor muito esquisito. Ele fica apaixonado pela bela Katrina e ganha um inimigo, Broom. Mas é muito difícil Ichabod vencer essa briga para ficar com Katrina e Broom vai usar uma arma contra Ichabod: seu medo pelos fantasmas."
I Am a Hero,https://image.tmdb.org/t/p/w500/fro3ipm2FVUmbedORv0aDTfSt6A.jpg,"Hideo é um assistente de mangá de 35 anos, cuja vida parece estar estagnada em torno de seu trabalho cansativo mas mal remunerado, sonhos não realizados, estranhas alucinações e relacionamentos insatisfatórios. Ele se vê como um personagem coadjuvante em sua própria vida, tem baixa auto-estima, resultando em frustração. Um dia, seu mundo é abalado pela presença de uma doença que transforma as pessoas em maníacos homicidas, cujo primeiro instinto é atacar e devorar o humano mais próximo."
Jogos Mortais,https://image.tmdb.org/t/p/w500/lwTKflT7UbQCTyImbuq6eamUKwb.jpg,"Dois homens acordam acorrentados em um banheiro como prisioneiros de um assassino em série que leva suas vítimas a situações limítrofes em um jogo macabro. Para sobreviver, eles terão de desvendar juntos as peças desse quebra-cabeças doentio."
Quando a Morte Sussurra,https://image.tmdb.org/t/p/w500/z9GjAzLasH7ODs8p0XVvrkeorSW.jpg,"Em uma aldeia remota, um espírito sanguinário entra no corpo de uma jovem, e seu irmão mais velho lidera os esforços para detê-lo antes que ela seja consumida pelo mal."
Twin Peaks: Os Últimos Dias de Laura Palmer,https://image.tmdb.org/t/p/w500/69GrIEaBRM4YxdTfr1mazm9yUDE.jpg,"Durante a investigação de uma morte, um agente encontra uma importante pista e desaparece. Futuramente, Laura Palmer vive os últimos dias antes de ser assassinada."
A Profecia,https://image.tmdb.org/t/p/w500/uHemQhtg5n5jPYMLeFFTPfMsvFE.jpg,"O embaixador americano e a esposa querem muito ter filhos. Quando ela dá à luz um bebê morto e um padre sugere que adotem um recém-nascido saudável e órfão, ele aceita sem contar à mulher. O que ele não sabe é que o bebê é o anticristo."
Um Cão Andaluz,https://image.tmdb.org/t/p/w500/wUaveLkOecsWKGgXqiYs7IMzaJp.jpg,Sonho? Realidade? Subconsciente? Uma aventura surrealista de Luis Buñuel e Salvador Dalí.
A Máscara do Demônio,https://image.tmdb.org/t/p/w500/jrgLAAg1Q0hvm9Dq1Dqhu7dF123.jpg,Uma bruxa vingativa e seu servo diabólico retornam da sepultura e iniciam uma campanha sangrenta para possuir o corpo do belo descendente da bruxa. Apenas o irmão da garota e um belo médico estão em seu caminho.
Tucker e Dale Contra o Mal,https://image.tmdb.org/t/p/w500/fgTI1Azpk6iE2DCk5A8LN0SbAid.jpg,"Dois caipiras, Tucker e Dale, tornam-se vítimas da insanidade de um grupo de jovens em férias, que os confundiu com assassinos. Quando eles vêem Dale tentando salvar uma de suas amigas que está se afogando, acham que ele a está levando para ser assassinada em um cabana no meio da floresta. Tentando resgatar a amiga, o grupo de jovens se separa e Tucker e Dale tentam entender por que esses garotos estão se matando."
Um Lobisomem Americano em Londres,https://image.tmdb.org/t/p/w500/sfYUcV6iSH4DLVUtLYQ1wViBSw6.jpg,"Os americanos David e Jack viajam de mochila às costas pela Grã-Bretanha quando são atacados por um lobo. David sobrevive com uma mordida, mas Jack não resiste. Enquanto se recupera no hospital, David é atormentado por pesadelos com seu amigo mutilado, que o avisa que ele está virando um lobisomem."
Um Lugar Silencioso,https://image.tmdb.org/t/p/w500/eUmlIbsCQKQ7G5VxDn8A6PVElY7.jpg,"Em uma fazenda dos Estados Unidos, uma família do meio-oeste é perseguida por uma entidade fantasmagórica assustadora. Para se protegerem, eles devem permanecer em silêncio absoluto, a qualquer custo, pois o perigo é ativado pela percepção do som."
Pesadelo no Inferno,https://image.tmdb.org/t/p/w500/dheVE1P3Heut1AjpW0Kgp6L1F0.jpg,"Pauline acaba de herdar uma casa de sua tia e então decide morar lá com suas duas filhas, Beth e Vera. Mas, logo na primeira noite, o lugar é atacado por violentos invasores e Pauline faz de tudo para proteger as crianças. Dezesseis anos depois, as meninas, agora já crescidas, voltam para a casa e se deparam com coisas estranhas."
Fome Animal,https://image.tmdb.org/t/p/w500/bb1xtx1aUfxGgKfZKEgfj5ni6Ig.jpg,"Lionel (Timothy Balme) é um rapaz quieto e reservado. Ele está apaixonado pela doce Paquita (Diana Penalver) e acredita que eles estão destinados a serem felizes para sempre. Sua mãe Vera (Elizabeth Moody) é possessiva e não gosta de imaginar seu filhinho amando outra pessoa. Quando Lionel e Paquita marcam um encontro romântico no zoológico, Vera os segue e acaba sendo mordida por uma criatura que se assemelha a um macaco. Logo, a mulher começa a se tornar um zumbi. A partir daí, Lionel terá de tentar esconder sua mãe do resto da sociedade antes que a praga zumbi se espalhe."
Godzilla Versus Biollante,https://image.tmdb.org/t/p/w500/amFCbuMb0hSr1gXc7rOerH8ohz.jpg,"Um cientista combina células de uma rosa com as de Godzilla, criando um tipo de monstro nunca visto antes."
Entrevista com o Vampiro,https://image.tmdb.org/t/p/w500/oKqRTSEeOaO6x4pqc5y36qnnHsq.jpg,"Na São Francisco dos anos 1990, um jornalista entrevista um jovem que afirma ser vampiro, narrando suas experiências dos últimos 200 anos. Em flash-back, conhecemos Louis de Pointe du Lac (Brad Pitt), um homem que perdeu a mulher, morta durante o parto, e também a vontade de viver. Com a ajuda de uma criatura da noite, Lestat de Lioncourt (Tom Cruise), ele se torna um vampiro e precisa aprender uma nova forma de vida."
O Gato Preto,https://image.tmdb.org/t/p/w500/t98DjYwe15NY4bCAKUZgg1bHb6G.jpg,"Uma mulher e a sua nora são atacadas e violadas por um grupo de samurais, que as matam quando incendeiam a cabana onde vivem. Pouco tempo depois, duas mulheres muito parecidas com as mulheres mortas entram em cena, atraindo samurais solitários para sua casa com intenções sombrias e vingativas."
Repulsa ao Sexo,https://image.tmdb.org/t/p/w500/fIkRdJGxZ74kEj9wLmoHmDcUcDM.jpg,"Carol Ledoux é uma manicure tímida, virgem e sexualmente reprimida. É constantemente assediada por um homem apaixonado. Quando sua irmã viaja com o namorado, fica sozinha em casa. Solitária, perturbada e gradativamente alucinada, revela um lado obscuro de seu comportamento, movida pelo sofrimento e por sua repulsa à sexualidade."
Vampira Humanista Procura Suicida Voluntário,https://image.tmdb.org/t/p/w500/7ykEOeYVD90w3yxc64jC1qo9qza.jpg,"Sasha é uma jovem vampira com um problema sério: ela é sensível demais para matar. Quando seus pais, desesperados, cortam seu suprimento de sangue, sua a vida passa a correr perigo. Felizmente, ela conhece Paul, um adolescente solitário com tendências suicidas que está disposto a dar a vida para salvar a dela. Mas o acordo amigável deles logo se torna uma busca noturna para cumprir os últimos desejos de Paul antes do amanhecer."
A Hora do Lobo,https://image.tmdb.org/t/p/w500/i74Ysis4GJiTh8ckByN3XH6Apja.jpg,"Um pintor e sua esposa vão morar em uma ilha afastada de tudo e conhecem um misterioso grupo de pessoas que passam a trazer angústias ainda maiores à vida do casal, que já estava atormentado pelos pesadelos do pintor e por conflitos psicológicos. Durante a hora do lobo, entre a meia-noite e a aurora, ele conta para sua esposa suas memórias mais dolorosas, e começa a questionar a própria lucidez."
A Dança dos Esqueletos,https://image.tmdb.org/t/p/w500/m1qjVAp4AeOQF79QwinIxZDbUAN.jpg,"O relógio bate meia noite, morcegos voam pelo céu, um cachorro uiva para a lua cheia e dois gatos pretos brigam no cemitério: a hora perfeita para quatro esqueletos saírem e dançarem como nenhuma criatura viva poderia."
O Lamento,https://image.tmdb.org/t/p/w500/mL4vGghS5XtgeNIPjhoTg8Tv5cJ.jpg,"A chegada de um misterioso estranho em uma aldeia tranquila coincide com uma onda de assassinatos cruéis, causando pânico e desconfiança entre os moradores. Quando a filha do oficial de investigação Jong-Goo cai sob a mesma magia selvagem, ele chama um xamã para ajudar a encontrar o culpado."
Alucinações do Passado,https://image.tmdb.org/t/p/w500/qwDo6S5PDR8WQyCFhwXeOGJz9cc.jpg,"O veterano da Guerra do Vietnã Jacob Singer é atormentado pelas lembranças vívidas da guerra e pela morte dolorosa de seu filho. Sem saber se está sofrendo de estresse pós-traumático, demência ou algo paranormal, Jacob perde rapidamente o controle."
Invocação do Mal 3: A Ordem do Demônio,https://image.tmdb.org/t/p/w500/fNu88PdpStJGe09AUYmqTn6NEXB.jpg,Um dos casos mais sensacionais de seus arquivos começa com a luta pela alma de um garoto e depois os leva para além de qualquer coisa que já tenham visto. Esse caso marcou a primeira vez na história dos Estados Unidos em que um suspeito de assassinato alegou possessão demoníaca como defesa.
Eraserhead,https://image.tmdb.org/t/p/w500/mxveW3mGVc0DzLdOmtkZsgd7c3B.jpg,"Ao chegar em casa, Henry é avisado por sua vizinha de que foi chamado para um jantar na casa de sua ex namorada. Após uma refeição bizarra com uma família ainda mais estranha, Henry é informado que sua ex engravidou dele e teve o filho com poucas semanas de gestação; ele é então obrigado a casar-se e levar a mulher e a criança para viverem em seu apartamento."
Faça Ela Voltar,https://image.tmdb.org/t/p/w500/xfmnUz6C5WRboIMQZD0j3SNDT7v.jpg,"Dois meios-irmãos, Andy e Piper, têm suas vidas viradas de cabeça para baixo após encontrarem o pai morto no banheiro, o que os leva a um lar adotivo. Eles são alocados para a casa de Laura, uma conselheira pedagógica excêntrica que se torna sua nova guardiã, e que também adota um jovem mudo chamado Oliver. Longe da cidade grande, o imóvel onde os irmãos passam a viver esconde segredos sinistros. A descoberta de um ritual aterrorizante nesse local ameaça destruir para sempre o vínculo entre Andy e Piper, transformando a relação fraterna em uma dor profunda."
A Hora do Pesadelo,https://image.tmdb.org/t/p/w500/8cXxfVhSdTL1tC5ivC0mX74QQyI.jpg,"Um grupo de adolescentes tem pesadelos horríveis, onde são atacados por um homem deformado com garras de aço. Ele apenas aparece durante o sono e, para escapar, é preciso acordar. Os crimes vão ocorrendo seguidamente, até que se descobre que o ser misterioso é na verdade Freddy Krueger, um homem que molestou crianças na rua Elm e que foi queimado vivo pela vizinhança. Agora Krueger pode retornar para se vingar daqueles que o mataram, através do sono."
Fragmentado,https://image.tmdb.org/t/p/w500/ztYvYWpSpFtzM2w5MwsmNzzQbJg.jpg,"Embora Kevin tenha revelado 23 personalidades a seu psiquiatra, uma ainda permanece submersa, pronta para se materializar e dominar todas as outras. Quando sua compulsão o força a raptar três adolescentes, Kevin vive uma guerra para sobreviver dentre os que habitam dentro dele, além dos outros  em tono dele, à medida que as divisões que separam seus compartimentos começam a se despedaçar."
O Velho Moinho,https://image.tmdb.org/t/p/w500/1j9SAE68VSHEwU5AGcswaQkVd0I.jpg,"Uma construção antiga, no meio de uma bela paisagem bucólica e que serve de abrigo para alguns animais como passarinhos e ratinhos. No entanto, ao cair da noite, uma tempestade ameaça não apenas o moinho, mas os seus moradores."
O Homem de Palha,https://image.tmdb.org/t/p/w500/2eDub2VaMdy8mntxwGTE63g388q.jpg,"O Sgt. Howie investiga o desaparecimento de uma criança na ilha escocesa de Summerisle. Um cristão conservador, ele fica incomodado com os rituais pagãos e o comportamento sexual dos moradores, principalmente de Willow, filha do magistrado. Sua investigação mergulha nos costumes peculiares da ilha."
Um Clarão nas Trevas,https://image.tmdb.org/t/p/w500/cNW3ewCB52KkxzSE47PcE5Bqvmr.jpg,"Uma boneca recheada de heroína é a razão desta trama que envolve Roat (Alan Arkin), um frio assassino psicopata, e Susy (Audrey Hepburn), uma moça que ficou cega e ainda não aprendeu a viver na escuridão. Seus caminhos se cruzam em uma noite de medo e agonia, onde a escuridão é a única chance de fuga para Susy."
Five Nights at Freddy's - O Pesadelo Sem Fim,https://image.tmdb.org/t/p/w500/1yUbmAiw2cUSpyXNIaiST7JzCtG.jpg,"Enquanto passa sua primeira noite no trabalho, um problemático guarda de segurança da Pizzaria Freddy Fazbear logo percebe que não será uma tarefa fácil sobreviver ao seu primeiro turno."
Possessão,https://image.tmdb.org/t/p/w500/xtH5Kd2eNU08BTCLGOVI488WE6f.jpg,"Uma jovem abandona sua família sem um motivo específico. O marido está determinado a descobrir a verdade e começa a seguir a mulher. A princípio, ele suspeita que um homem está envolvido. Mas, aos poucos, ele descobre mais e mais comportamentos estranhos e incidentes bizarros que indicam algo mais do que um caso de amor."
"Carrie, A Estranha",https://image.tmdb.org/t/p/w500/bDgI10ARAA8xgeIOtEnQpYeYymA.jpg,"A quieta e sensível adolescente Carrie White enfrenta insultos dos colegas na escola e abuso em casa de sua mãe, uma fanática religiosa. Quando estranhos acontecimentos começam a acontecer em torno de Carrie, ela começa a suspeitar que tem poderes sobrenaturais."
Hausu,https://image.tmdb.org/t/p/w500/2nAHJUGcoruIa9h8ONekhNOqsMm.jpg,"Na esperança de encontrar um senso de conexão com sua falecida mãe, Gorgeous faz uma viagem ao campo para visitar sua tia, na sua casa natal. Ela convida seus seis amigos: Prof, Melody, Mac, Fantasy, Kung Fu e Sweet para se juntarem a ela. Logo, as meninas percebem que há algo além do normal nesta velha casa."
O Segredo do Bosque dos Sonhos,https://image.tmdb.org/t/p/w500/unTYv1muZv9rEWQdWdpj320BkZz.jpg,"Baseado em fatos reais, um maníaco realiza uma série de assassinatos envolvendo um grupo de crianças em um vilarejo da Sicília, na Itália. Com a cidade à beira da histeria, todos passam a serem suspeitos. Andrea Martelli (Tomas Milian) é um jornalista e tenta desvendar o verdadeiro culpado, enquanto a bela Patrizia (Barbara Bouchet) tenta se livrar das suspeitas levantadas contra ela, mas o medo acaba formando uma onda de violência com pessoas inocentes."
O Corcunda de Notre Dame,https://image.tmdb.org/t/p/w500/m6fsyHeqSQs4tktk9q3awgo7IzF.jpg,"Esta produção estrelada por Charles Laughton, que estava no auge de sua carreira quando personificou Quasímodo (o Corcunda), recebeu duas indicações ao Oscar, em 1939. É provavelmente, a melhor interpretação dada ao triste personagem, morador da Catedral de Notre Dame, que perambula pelos impressionantes cenários de Paris, criados especialmente para o filme, em Hollywood. Maureen O'Hara está perfeita como a linda cigana Esmeralda, pela qual Quasímodo se apaixona desesperadamente, a ponto de romper a paz da imponente e secular Catedral, aterrorizando a população."
Mártires,https://image.tmdb.org/t/p/w500/969mH6AnksRNWMHhGxVbFa6l9qj.jpg,Duas jovens que foram vítimas de abuso quando crianças embarcam em uma sangrenta jornada de vingança e acabam envolvidas em um caminho obscuro.
O Segundo Rosto,https://image.tmdb.org/t/p/w500/5G3q3OvulFTnFdiouaZdD8wjtIc.jpg,"Um infeliz banqueiro de meia-idade concorda com um procedimento que falsificará sua morte e lhe dará um visual e uma identidade completamente novos - um que vem com seu próprio preço.  O banqueiro de meia-idade Arthur Hamilton tem a oportunidade de começar uma vida completamente nova quando recebe ligações de seu velho amigo Charlie. O único problema é que Charlie deveria estar morto. Hamilton é eventualmente apresentado a uma empresa que finge sua morte e cria um visual e uma vida inteiramente novos para ele. Depois de passar por cirurgias de reconstrução física e meses de treinamento e psicoterapia, Hamilton retorna ao mundo na forma do artista Tony Wilson. Ele tem uma boa casa em Malibu e um criado, um funcionário da empresa que está lá para ajudá-lo em seu ajuste. Ele acha que a vida que ele esperava não é exatamente o que ele esperava e pede à empresa para passar pelo processo com resultados surpreendentes.  (e 14 - Estimado 14 Anos)"
Um Crime Americano,https://image.tmdb.org/t/p/w500/vJx8tA2JtEQeEg6wR3uwEgf18hv.jpg,"Baseado na história real que chocou aos EUA nação em 1965. Sylvia (Ellen Page) e Jennie Fae Likens (Hayley McFarland), as duas filhas de um casal de circo são deixadas para uma estadia demorada em Indianápolis, na casa Gertrude Baniszewski, uma mãe solteira com sete crianças. As necessidades financeiras de Gerturdes (Catherine Keener), obrigam-na a fazer este arranjo antes de perceber como esta obrigação, levará sua natureza instável a um ponto de ruptura, mantendo as meninas presas no porão de sua casa."
Violência Gratuita,https://image.tmdb.org/t/p/w500/kGHyaJTZgCCTOIq4AuszntNP1lG.jpg,"Dois rapazes sequestram uma família em sua própria casa e propõem um jogo sádico. Para sobreviver, George, Anna e seu filho terão que vencer uma série de provas propostas pelos sequestradores."
Liga da Justiça Sombria,https://image.tmdb.org/t/p/w500/3vgqMPgkJ4WuSIs3ZGhO4ojTkE9.jpg,"Um grupo de anti-heróis sobrenaturais se unem para enfrentar ameaças ocultas, ameaças sobrenaturais, ameaças que talvez Batman, Superman e companhia não conseguiriam vencer. O clã é formado por personagens como John Constantine, Zatanna, o Monstro do Pântano, Etrigan, o Demônio, e a Orquídea Negra."
Seis Mulheres para o Assassino,https://image.tmdb.org/t/p/w500/cIIZzZSaqlzuETLRz2UaSnsnbxF.jpg,"O assassinato da modelo Isabella por um assaltante mascarado dá início a uma investigação. Seu diário é encontrado, detalhando os vícios da grife e uma complexa teia de chantagem e segredos. Quando o pânico se espalha e o assassino sem rosto sai em busca do diário, as modelos são mortas uma por uma."
Hereditário,https://image.tmdb.org/t/p/w500/wonYMeHauhrxSi5UTOtj5L479mS.jpg,"Após a morte da reclusa avó, a família Graham começa a desvendar algumas coisas. Mesmo após a partida da matriarca, ela permanece como se fosse uma sombra sobre a família, especialmente sobre a solitária neta adolescente, Charlie, por quem ela sempre manteve uma fascinação não usual. Com um crescente terror tomando conta da casa, a família explora lugares mais escuros para escapar do infeliz destino que herdaram."
Invocação do Mal 2,https://image.tmdb.org/t/p/w500/dOPVzDQdRQtSan36LpLwWcfzCgu.jpg,"Lorraine e Ed Warren ajudam uma mãe solteira a criar seus quatro filhos numa casa assombrada por espíritos malignos. Conhecido como a Amityville da Inglaterra, o Poltergeist de Enfield foi o caso mais documentado na história da paranormalidade. Descubra a verdade por trás do evento que chocou o mundo."
O Homem Que Ri,https://image.tmdb.org/t/p/w500/xatKRPtXuNyPO87MNX2D7DXwwQg.jpg,"Na Inglaterra do ano de 1690 é apresentada a história de Gwynplaine, o filho de um nobre Inglês que teria traído o Rei James II da Inglaterra. As sentenças do monarca foram a execução do pai de Gwynplaine na dama de ferro e a solicitação a um cirurgião, o Dr. Hardquannone, que desfigurasse o rosto do menino, condenado a ""rir"" para sempre. Gwynplaine é visto vagando por uma tempestade de neve e conhece uma menina cega abandonada, Dea. As duas crianças são eventualmente acolhidas por um homem chamado Ursus. Os anos passam e Gwynplaine se apaixona por Dea, mas se recusa a casar com ela porque sente indigno por causa de sua desfiguração. Os três ganham a vida através de peças que destacam o fascínio do público com a desfiguração do Gwynplaine."
Lights Out,https://image.tmdb.org/t/p/w500/1VzEIaYWO9HFIp6lgjfbLRJRKSF.jpg,N/A
A Meia-Irmã Feia,https://image.tmdb.org/t/p/w500/2dEoQ2eWk3evQQBNUxPnZsPDq1N.jpg,"Elvira, meia-irmã de Cinderela, vive com a família em um poderoso reino onde poucas coisas são tão importantes quanto a beleza. Ela recorre a medidas extremas para cativar o príncipe, em meio a uma competição implacável pela perfeição física."
Com a Maldade na Alma,https://image.tmdb.org/t/p/w500/lyCU3gyCKUEvrOrSoimhtgSHrDk.jpg,"A rica solteirona Charlotte Hollis vive com sua excêntrica empregada em uma mansão decadente no sul dos EUA. Evitada pelos moradores da cidade por causa da morte violenta de seu ex-marido, Charlotte recebe a visita de uma prima invejosa e seu marido."
Espíritos: A Morte Esta Ao Seu Lado,https://image.tmdb.org/t/p/w500/bU1VpBYfWyOPF4Zt3eriViZUEAy.jpg,"Thun (Ananda Everingham), um jovem fotógrafo, e sua namorada Jane (Natthaweeranuch Thongmee) atropelam acidentalmente uma pedestre. Eles fogem da cena do crime e retornam às suas vidas normais, em Bangkok. A partir de então Jane passa a ser atormentada por estranhos pesadelos, enquanto que Thun nota que em suas fotos aparecem estranhas figuras, parecidas com fantasmas. O casal decide investigar o fenômeno e encontra outras fotografias com imagens sobrenaturais. Paralelamente os melhores amigos de Thun começam a morrer, um a um, de forma misteriosa."
Resident Evil: Ilha da Morte,https://image.tmdb.org/t/p/w500/bDqY2AYYdZQykEhmDr87i8RKKTT.jpg,"Em São Francisco, Jill Valentine está lidando com um surto de zumbis e um novo T-Virus, Leon Kennedy está no encalço de um cientista DARPA sequestrado e Claire Redfield está investigando um peixe monstruoso que está matando baleias na baía. Acompanhados por Chris Redfield e Rebecca Chambers, eles descobrem que as pistas de seus casos separados convergem para o mesmo local, a Ilha de Alcatraz, onde um novo mal se estabeleceu e aguarda sua chegada."
O Segredo de Marrowbone,https://image.tmdb.org/t/p/w500/pDG8c3K1swhyshu7KxvoYzCSrZi.jpg,"Quatro irmãos, devastados com a morte trágica da mãe, decidem se refugiar em uma localidade rural, temendo ser separados pelo serviço social. No entanto, o local esconde um obscuro e perigoso segredo que desafiará a união e sobrevivência dos quatro."
A Espinha do Diabo,https://image.tmdb.org/t/p/w500/ig8rIPSUKg5ZLKv78cuaZ2gTTwg.jpg,"Depois que Carlos, um garoto de 12 anos cujo pai morreu na Guerra Civil Espanhola, chega a um orfanato ameaçador de meninos, ele descobre que a escola é assombrada e tem muitos segredos obscuros que ele deve descobrir."
O Massacre da Serra Elétrica,https://image.tmdb.org/t/p/w500/p4ASEhC23kteI4pabD3cvFccCgO.jpg,"Em 1973, a polícia texana deu como encerrado o caso de um terrível massacre de 33 pessoas provocado por um homem que usava uma máscara feita de pele humana. Nos anos que se seguiram os policiais foram acusados de fazer uma péssima investigação e de terem matado o cara errado. Só que dessa vez, o único sobrevivente do massacre vai contar em detalhes o que realmente aconteceu na deserta estrada do Texas, quando ele e mais 4 amigos estavam indo visitar o seu avô."
Noite Passada em Soho,https://image.tmdb.org/t/p/w500/CoxPI6x2yi2CN229KY3EDO20jR.jpg,"Uma jovem apaixonada por moda misteriosamente ganha a chance de voltar aos anos 60 e encontrar sua ídola, uma encantadora cantora aspirante. Mas a Londres dessa década não é o que parece e logo o tempo começa a desmoronar com perigosas consequências."
"Nosferatu, o Vampiro da Noite",https://image.tmdb.org/t/p/w500/mJozCdRVQ20ppkq6Qu9uet0gjuK.jpg,"Jonathan Harker é enviado à Transilvânia para completar a negociação de algumas propriedades com um homem chamado Conde Drácula. No caminho encontra camponeses que tentam dissuadi-lo, dizendo que coisas sobrenaturais acontecem no castelo do Conde, mas Harker continua sua missão para concluir a negociação e seu trabalho."
Gonjiam: Manicômio Assombrado,https://image.tmdb.org/t/p/w500/cHzyFneiUCBT0FWYFqna5XE3lsj.jpg,"A equipe de um web show de horror planeja transmitir ao vivo a partir de um asilo desativado. Para atrair mais espectadores, o apresentador do programa organiza alguns sustos para a equipe, mas à medida que exploram o prédio antigo, eles começam a encontrar muito mais do que o esperado."
Uma Noite Alucinante: A Morte do Demônio,https://image.tmdb.org/t/p/w500/dCdXagFYR7WwaHuVmZgzw4F0KpP.jpg,"Cinco estudantes da Universidade de Michigan decidem passar um final de semana em uma casa isolada. Lá eles encontram o livro dos mortos, um documento que data da época da Babilônia e que está relacionado ao livro dos mortos egípcio. Enquanto vasculham a casa os amigos gravam em fita alguns encantamentos demoníacos, escritos no livro. A partir de então eles são possuídos por espíritos, um a um. O primeiro alvo é Cheryl, brutalmente estuprada pelas forças do mal. Ash, seu irmão, resolve levá-la a uma cidade próxima, mas descobre que a única ponte que leva ao local está destruída. Logo a transformação de Cheryl em demônio é concluída, resultando em seu ataque aos amigos."
O Estrangulador de Rillington Place,https://image.tmdb.org/t/p/w500/aQP2rSIciaeb2FGPeOQIWsCysts.jpg,"Baseado no caso da vida real do assassino em série britânico John Christie, e o que aconteceu com seus vizinhos Tim e Beryl Evans. Londres, 1949. John Christie é um homem modesto, de meia-idade que, junto com sua esposa Ethel, vive no apartamento térreo no 10 Rillington Place. Seu comportamento mascara o fato de ser um assassino em série. Seu modus operandi é agir como uma pessoa com algum conhecimento médico, atraindo mulheres inocentes para seu apartamento para cura-los de alguma doença, deixa-los inconscientes com o gás monóxido de carbono, se satisfazer sexualmente com o corpo inconsciente, e em seguida estrangular a vítima e descartar o corpo em algum lugar. e 16."
O Vampiro,https://image.tmdb.org/t/p/w500/pyoOy9Up3F78bwYllS9M0SCou9b.jpg,"A história gira em torno de Allan Grey, um jovem interessado pelo sobrenatural, que um dia recebe a visita de um estranho senhor. Ao segui-lo, Allan descobre que Léone, uma das filhas deste senhor, está cada vez mais doente. Ao ler um livro que o senhor lhe deu antes de morrer, Allan descobre que Léone é vítima de uma vampira, que é ajudada pelo doutor da vila em sua busca por alimento. Allan parte com um dos servos do senhor para destruir a vampira."
